feature,pvalue,tstat
SpleniumCorpusCallosumRight_rd,0.030974593680703898,-2.2384160593687503
Substancia Nigra right_rd,0.04192222852663349,-2.103508187238211
CAUDATE NUCLEUS right_rd,0.008010183465700376,-2.794987982244422
THALAMUS right_rd,0.015556773355168134,-2.5299957396362833
Hypothalamus D right_rd,0.023323892583517643,-2.360898477901307
Hypothalamus F right_rd,0.00046267637058690624,-3.8232933785997227
LVL_temporalLeft_rd,0.03938612628854541,-2.1317126967168307
LVL_temporalRight_rd,0.026333048166872576,-2.3089452603992426
SLF-tLeft_rd,0.0002060085854839682,-4.094857997525536
SLFF-tRight_rd,0.006974301762937741,-2.848646990280473
SUPERIOR PARIETAL GYRUS left  (gm)_vl,0.03380634071228992,2.1998964144008175
CINGULATE GYRUS left  (gm)_vl,0.011636780126815988,2.6475891489155003
SUPERIOR FRONTAL GYRUS left (gm)_vl,0.0090660186889908,2.7465673557224277
MIDDLE FRONTAL GYRUS left (gm)_vl,0.0037029743565101855,3.0879726246049963
INFERIOR FRONTAL GYRUS left (gm)_vl,0.0010224858809335681,3.5503587468715634
PRE-CUNEUS left (gm)_vl,0.00741825606581333,2.8247978243597154
FUSIFORM GYRUS left  (gm)_vl,0.0038561102807168086,3.0729239714296397
MIDDLE OCCIPITAL GYRUS (gm)_vl,0.04820970845565618,2.039561828799578
SUPERIOR TEMPORAL GYRUS (gm)_vl,0.003210383882524753,3.1407148292612703
INFERIOR TEMPORAL GYRUS (gm)_vl,0.023994448986807568,2.3488196053378303
MIDDLE TEMPORAL GYRUS (gm)_vl,0.01820786947085679,2.465036336710666
LATERAL FRONTO-ORBITAL GYRUS (gm)_vl,0.010488330399645996,2.689014938161283
MIDDLE FRONTO-ORBITAL GYRUS (gm)_vl,0.007197882529173409,2.8364648472013334
SUPRAMARGINAL GYRUS (gm)_vl,0.002247258633829957,3.270780212945915
GYRUS RECTUS (gm)_vl,0.010883717756546122,2.674300060200358
INSULAR (gm)_vl,0.009589520927966035,2.724470965779301
AnteriorCoronaRadiataLeft_vl,0.044141975919904396,2.080027350605793
SagittalStratumLeft_vl,0.012945909060654593,2.6047329748743935
CAUDATE NUCLEUS left_vl,0.04024070166614809,2.1220345752601824
THALAMUS left_vl,0.01349098304769922,2.5880548668829113
SUPERIOR PARIETAL GYRUS right (gm)_vl,0.03865596758132908,2.140129606068518
CINGULATE GYRUS right (gm)_vl,0.010642236283788723,2.683227195736453
SUPERIOR FRONTAL GYRUS right (gm)_vl,0.011780321815335825,2.6426793064641516
MIDDLE FRONTAL GYRUS right (gm)_vl,0.007856242878387437,2.802538081325894
INFERIOR FRONTAL GYRUS right (gm)_vl,0.02555187250396491,2.3218976558713127
PRE-CUNEUS right  (gm)_vl,0.011548123983753029,2.6506495815264786
FUSIFORM GYRUS right  (gm)_vl,0.004453345119082309,3.0191656591157296
SUPERIOR TEMPORAL GYRUS right   (gm)_vl,0.001401830397395644,3.4394747043810976
INFERIOR TEMPORAL GYRUS right   (gm)_vl,0.0029403436806708957,3.172977407544975
MIDDLE TEMPORAL GYRUS right   (gm)_vl,0.0075685012874978485,2.8170272247559165
LATERAL FRONTO-ORBITAL GYRUS right   (gm)_vl,0.010593287141294436,2.6850595326791247
MIDDLE FRONTO-ORBITAL GYRUS right   (gm)_vl,0.009188521034260261,2.741292676360968
SUPRAMARGINAL GYRUS right  (gm)_vl,0.043459294803632184,2.087136341452024
GYRUS RECTUS right  (gm)_vl,0.021059929795488295,2.4041349312453324
INSULAR right   (gm)_vl,0.03364986146565241,2.2019486309428085
SuperiorCerebellarPeduncleRight_vl,0.04545500842368856,-2.066621043595193
SagittalStratumRight_vl,0.046240555894467586,2.058761707634543
ExternalCapsuleRight_vl,0.02084677344654322,2.408419455380466
THALAMUS right_vl,0.04760771772473008,2.0453575940770494
III and IV ventricle_vl,0.034550200738754845,2.1902545996936644
